id,label
9904,0.000000
10001,0.000000
11016,0.923964
3432,0.923964
11986,0.923964
710,0.923964
7906,0.923964
3778,0.923964
3952,0.923964
3173,0.000000
2779,0.000000
7480,0.000459
4652,0.923964
10744,0.923964
10908,0.000000
6897,0.000000
10621,0.000000
3022,0.000007
2639,0.000000
5315,0.923964
11259,0.000000
4716,0.000000
10461,0.000000
1693,0.923964
7851,0.000000
4933,0.010531
7008,0.923964
7219,0.923964
7820,0.923964
7216,0.000000
9981,0.000000
1507,0.000000
3738,0.000000
7038,0.000009
10229,0.000000
10523,0.923964
6693,0.000000
9611,0.001220
9354,0.923964
4342,0.923964
10942,0.000000
12224,0.000000
7490,0.923964
1332,0.923964
509,0.923964
8794,0.923964
7330,0.000000
5054,0.000000
6198,0.000000
310,0.000081
3829,0.923964
11460,0.000000
6020,0.923964
708,0.923964
2055,0.923964
6917,0.000000
5001,0.000032
9558,0.923964
2069,0.923964
7883,0.000000
4567,0.923964
5831,0.923964
2338,0.000000
11673,0.923964
8762,0.923964
8608,0.000000
6219,0.923964
5837,0.000000
1153,0.000000
6972,0.923964
4188,0.000000
10448,0.923964
5912,0.000000
3584,0.000000
4369,0.923964
12123,0.000000
8829,0.923964
9794,0.000000
10564,0.923964
10363,0.000000
5667,0.923964
5645,0.000000
8296,0.000000
1486,0.923964
1912,0.923964
7849,0.923964
9471,0.000000
4304,0.923964
505,0.000000
2836,0.001229
839,0.923964
322,0.923964
3918,0.923964
8020,0.005230
7018,0.923964
9662,0.000000
6542,0.923964
3142,0.000671
5190,0.000000
7875,0.923964
4904,0.000000
11223,0.000000
6237,0.923964
7303,0.000000
8845,0.000000
12314,0.923964
6984,0.923964
12107,0.923964
4541,0.923964
10803,0.000000
4710,0.923964
7507,0.000000
12317,0.000000
2488,0.000000
11044,0.923964
5913,0.000000
2162,0.000000
312,0.054707
8509,0.923964
2245,0.000000
1120,0.000001
2345,0.923964
9796,0.001962
8389,0.923964
11420,0.923964
12373,0.000000
11568,0.056110
2809,0.000000
5676,0.923964
11804,0.923964
5076,0.000000
2776,0.923964
2262,0.000413
50,0.000000
5083,0.000000
11932,0.923964
1783,0.000000
7048,0.000001
8687,0.000033
9398,0.923964
4523,0.000000
3897,0.923964
10866,0.923964
1478,0.000000
10344,0.923964
11329,0.923964
12443,0.923964
1796,0.000001
4861,0.923964
7028,0.000000
1236,0.923964
11068,0.000000
7911,0.923964
2429,0.000000
3019,0.923964
10792,0.000000
2744,0.923964
7715,0.923964
785,0.000000
1890,0.000000
1071,0.000000
4648,0.000000
7424,0.000006
8453,0.000000
12432,0.923964
1549,0.923964
9363,0.000000
697,0.000000
4985,0.923964
357,0.000000
16,0.000000
10597,0.000000
9521,0.923964
5443,0.923964
9513,0.923964
12197,0.000000
6583,0.923964
10550,0.923964
8006,0.000000
3795,0.923964
8310,0.923964
4951,0.000000
4232,0.000000
8494,0.000000
8768,0.923964
1851,0.923964
10613,0.000000
6472,0.000000
7170,0.000000
2080,0.663900
3343,0.000000
5106,0.000000
1540,0.000000
11528,0.000000
12028,0.923964
4615,0.570041
11179,0.000000
4019,0.000000
9330,0.923964
7194,0.000000
8796,0.923964
6240,0.009150
8046,0.000000
6905,0.000000
622,0.000000
2891,0.923964
7909,0.923964
9019,0.000000
6973,0.000000
9786,0.923964
9267,0.000000
2106,0.000000
1197,0.923964
7667,0.923964
318,0.000000
2870,0.923964
2702,0.923964
1517,0.000282
4009,0.923964
4976,0.923964
8288,0.923964
5557,0.000752
3259,0.000001
587,0.000000
1205,0.923964
1550,0.000045
4801,0.923964
10310,0.138714
6412,0.000020
5885,0.002188
3278,0.000031
6133,0.000000
3610,0.923964
6471,0.000003
6327,0.923964
1184,0.923964
1722,0.923964
10665,0.000000
9247,0.000070
9221,0.000014
1534,0.000557
8287,0.022444
5424,0.000001
10521,0.000000
9124,0.000000
8965,0.923964
6569,0.923964
290,0.000000
5534,0.923964
7429,0.000000
4243,0.923964
7163,0.000002
8018,0.923964
7104,0.923964
2448,0.923964
2831,0.000000
5685,0.000000
10459,0.000000
5310,0.923964
5431,0.923964
5951,0.923964
8724,0.001534
12157,0.923964
6669,0.000000
5246,0.000290
11481,0.000000
11113,0.000765
10222,0.923964
10345,0.923964
8777,0.000000
6862,0.923964
2335,0.000000
12271,0.070178
3283,0.000000
10511,0.000000
12213,0.923964
10236,0.000000
12287,0.923964
3993,0.000000
7298,0.923964
6895,0.923964
9888,0.000000
2765,0.000000
12365,0.923964
3374,0.923964
83,0.923964
485,0.923964
229,0.923964
20,0.000000
7184,0.000000
10977,0.000000
738,0.923964
671,0.000000
1309,0.000000
2176,0.923964
7962,0.000000
6628,0.923964
12025,0.000000
1110,0.000000
4270,0.000000
7208,0.000000
3524,0.923964
3096,0.923964
2008,0.923964
6536,0.923964
9147,0.000000
8188,0.000000
7335,0.000000
7957,0.923964
7204,0.000000
1638,0.923964
11349,0.923964
5767,0.000000
8124,0.000000
3181,0.923964
4574,0.923964
1660,0.000000
9473,0.923964
2699,0.000000
8627,0.000000
5128,0.923964
1439,0.000000
925,0.000000
8517,0.000000
6566,0.923964
6264,0.923964
12108,0.923964
8786,0.923964
369,0.923964
8215,0.923964
33,0.923964
9311,0.923964
1657,0.000000
10237,0.000000
4997,0.000000
6299,0.000000
9268,0.000000
3328,0.923964
11794,0.000000
3423,0.000000
4262,0.089687
5738,0.923964
10548,0.923964
8860,0.923964
6903,0.000000
4925,0.000000
10579,0.923964
5097,0.000000
7931,0.000000
3939,0.923964
6620,0.923964
7411,0.000000
10834,0.007273
8451,0.000000
3614,0.002446
995,0.450544
6473,0.923964
7412,0.923964
11796,0.000000
11485,0.000000
3442,0.923964
999,0.000000
9729,0.000001
7850,0.000000
12122,0.923964
11553,0.923964
3321,0.923964
8981,0.000001
10317,0.923964
6492,0.923964
12269,0.923964
6674,0.923964
11974,0.000000
4058,0.000000
1188,0.923964
5147,0.923964
282,0.923964
436,0.000000
822,0.000000
4364,0.000000
9307,0.000000
595,0.923964
8017,0.000000
3666,0.000000
5080,0.923964
6477,0.000000
3401,0.923964
6017,0.923964
9884,0.000000
2569,0.923964
8151,0.000000
4131,0.923964
3519,0.923964
11140,0.923964
7404,0.923964
2992,0.923964
733,0.000000
6694,0.000000
11695,0.000000
5876,0.000000
12496,0.000000
7532,0.000814
6912,0.923964
5218,0.923964
6737,0.923964
3628,0.000000
713,0.923964
2795,0.923964
4180,0.923964
11916,0.000000
2632,0.000000
9907,0.000000
6078,0.923964
4564,0.923964
4048,0.000000
2626,0.923964
11383,0.923964
7199,0.000009
8442,0.923964
1315,0.923964
9673,0.001568
5245,0.000000
8910,0.000000
8925,0.000060
5782,0.923964
8089,0.000023
3845,0.000001
12383,0.923964
12080,0.923964
4676,0.923964
3880,0.000000
7067,0.000000
6138,0.000001
818,0.923964
7893,0.923964
8535,0.000065
7322,0.000006
11631,0.000000
12331,0.000000
1283,0.923964
5627,0.000000
11412,0.923964
8593,0.000000
11762,0.923964
1183,0.923964
2389,0.923964
10208,0.923964
8353,0.000000
11184,0.000000
4228,0.000000
4738,0.923964
8380,0.923964
7449,0.923964
4514,0.000000
3377,0.000000
2212,0.923964
8774,0.000000
6869,0.923964
7803,0.923964
1797,0.923964
10711,0.000000
5421,0.923964
9561,0.000000
1786,0.923964
5698,0.923964
9402,0.923964
10052,0.000000
6481,0.923964
9817,0.923964
12468,0.000000
10993,0.923964
10366,0.923964
6598,0.000000
9283,0.000000
11191,0.923964
2595,0.142637
7081,0.923964
8230,0.923964
7381,0.000000
11918,0.923964
6112,0.000000
6494,0.000010
7645,0.923964
7587,0.923964
9003,0.923964
11352,0.923964
10048,0.923964
821,0.923964
5297,0.000000
7072,0.923964
8468,0.000000
9315,0.923964
3081,0.000000
6313,0.923964
3134,0.923964
3558,0.923964
2607,0.000006
11439,0.923964
11560,0.000000
8325,0.923964
9099,0.923964
1787,0.923964
9026,0.923964
203,0.923964
542,0.923964
1401,0.923964
123,0.000000
10405,0.000000
6165,0.000000
8032,0.923964
7465,0.923964
5924,0.923964
5456,0.000009
7756,0.923964
8820,0.000000
11730,0.337879
1363,0.000000
8771,0.923964
6608,0.923964
10329,0.923964
6957,0.000000
937,0.016655
913,0.923964
5903,0.000000
8471,0.000000
6437,0.000284
5056,0.923964
3728,0.000677
12150,0.172875
11931,0.000000
7082,0.923964
1278,0.000000
4561,0.000000
5266,0.923964
5564,0.000000
8547,0.923964
8872,0.000000
279,0.000000
11087,0.000000
5397,0.000000
5524,0.923964
7737,0.923964
9076,0.923964
1658,0.923964
2574,0.000000
11837,0.218846
3758,0.923964
10056,0.923964
3520,0.923964
1176,0.000000
5674,0.000000
1640,0.923964
9270,0.923964
1809,0.923964
5045,0.923964
4208,0.923964
10419,0.923964
8542,0.923964
10852,0.475713
1013,0.000000
621,0.000000
7142,0.923964
4135,0.923964
11776,0.923964
10312,0.000000
7333,0.000000
10750,0.923964
448,0.000000
9080,0.923964
8729,0.923964
2806,0.923964
6149,0.000000
3639,0.000000
7951,0.000000
2972,0.923964
12048,0.923964
5762,0.000000
6322,0.314341
3087,0.000000
12066,0.000000
3074,0.923964
11336,0.000000
1405,0.923964
6852,0.923964
8105,0.000058
9695,0.923964
1498,0.923964
1438,0.000000
320,0.000000
1026,0.000000
680,0.000000
3484,0.923964
1856,0.923964
11221,0.000000
11570,0.000000
8989,0.000000
6847,0.923964
2977,0.000000
3440,0.000002
250,0.923964
4665,0.923964
5242,0.923964
10190,0.923964
6607,0.923964
1803,0.923964
9891,0.923964
8514,0.000001
1124,0.000000
6241,0.923964
288,0.000000
12139,0.923964
2740,0.923964
10163,0.923964
8166,0.923964
6109,0.923964
3603,0.000000
9223,0.000000
12387,0.000000
7965,0.000001
1573,0.923964
121,0.000165
8319,0.923964
4941,0.923964
1266,0.000000
1059,0.923964
11008,0.000000
8587,0.000099
12180,0.923964
1454,0.000000
12188,0.923964
4133,0.000000
7856,0.923964
9553,0.000000
9681,0.923964
3568,0.923964
1655,0.923964
1293,0.000000
8238,0.923964
10645,0.923964
12495,0.000000
6896,0.000000
302,0.000000
571,0.661979
9937,0.923964
9918,0.923964
719,0.923964
7564,0.923964
10925,0.923964
6171,0.000010
11435,0.923964
3359,0.923964
3806,0.923964
5621,0.000000
10657,0.000000
727,0.923964
5666,0.000000
441,0.000000
11098,0.000000
10671,0.000000
6780,0.000001
6573,0.923964
9509,0.923964
3446,0.923964
11615,0.000000
811,0.000003
4971,0.923964
6229,0.923964
11623,0.923964
9753,0.000000
9658,0.000000
11377,0.000000
8558,0.000000
429,0.923964
6060,0.000000
814,0.923964
7608,0.923964
12421,0.923964
6211,0.000000
10649,0.000000
7185,0.000000
9511,0.000000
7857,0.000001
11562,0.923964
11851,0.018176
4894,0.923964
1042,0.923964
11046,0.923964
11513,0.923964
10992,0.000000
6319,0.923964
8369,0.923964
8750,0.000000
9457,0.000000
10746,0.000000
1807,0.923964
6397,0.923964
4568,0.000000
11536,0.923964
881,0.000001
8828,0.923964
525,0.000000
2256,0.000000
3913,0.923964
751,0.000001
7855,0.000012
9294,0.923964
10024,0.923964
2631,0.000272
4178,0.923964
135,0.000000
5957,0.923964
899,0.923964
7712,0.000000
10879,0.923964
11865,0.000000
3761,0.923964
7617,0.000000
11965,0.003482
12343,0.000000
1097,0.000000
5671,0.000392
7687,0.000000
3284,0.577913
214,0.923964
2142,0.000000
11161,0.004096
7415,0.923964
8168,0.214818
4041,0.402527
1757,0.000004
3244,0.923964
3316,0.000000
8935,0.923964
10240,0.000000
5061,0.923964
3800,0.923964
6291,0.000000
746,0.923964
376,0.000000
179,0.923964
7759,0.001562
10183,0.000000
3589,0.000000
5410,0.923964
9633,0.000000
10873,0.000000
12455,0.000000
740,0.000001
6083,0.000000
182,0.923964
77,0.923964
5899,0.000000
7077,0.923964
12230,0.923964
1978,0.000000
3929,0.923964
1664,0.000000
6085,0.923964
3704,0.000000
11670,0.923964
10120,0.000000
2348,0.000000
7901,0.923964
10012,0.000000
8433,0.923964
10896,0.923964
363,0.923964
8361,0.923964
10148,0.923964
9738,0.923964
1695,0.000108
9848,0.000000
7567,0.923964
6069,0.662990
2819,0.000000
10518,0.923964
6365,0.923964
2355,0.923964
507,0.923964
9622,0.019474
7368,0.923964
7677,0.000000
10603,0.000000
10517,0.923964
3575,0.000000
10730,0.923964
2232,0.923964
6225,0.923964
11181,0.923964
4764,0.004314
2420,0.923964
923,0.923964
9722,0.000000
12362,0.923964
9117,0.923964
6446,0.923964
10932,0.923964
7525,0.000000
8313,0.000000
1745,0.000000
10311,0.000000
7776,0.923964
12393,0.923964
351,0.000000
3052,0.923964
10529,0.000000
2678,0.923964
8662,0.000000
11971,0.000000
1937,0.923964
7973,0.000000
1634,0.923964
1211,0.923964
3562,0.923964
10283,0.923964
8418,0.000000
11714,0.000000
11458,0.923964
3780,0.923964
7618,0.000000
11852,0.923964
161,0.000000
1558,0.000000
11888,0.000000
8590,0.923964
3838,0.923964
6298,0.000003
3604,0.000000
1108,0.923964
3122,0.000000
11689,0.000000
4534,0.000000
325,0.923964
8522,0.000000
10716,0.000000
10439,0.000003
9182,0.005568
5636,0.000000
6670,0.923964
1215,0.923964
5904,0.923964
306,0.923964
893,0.923964
4498,0.923964
4926,0.923964
9134,0.923964
11054,0.923964
3350,0.000001
2184,0.923964
4647,0.923964
9491,0.000000
6261,0.000000
10984,0.923964
7834,0.923964
8864,0.923964
2893,0.000000
7886,0.000021
3707,0.923964
12277,0.923964
10506,0.000000
5124,0.000001
1160,0.000000
3453,0.000000
9152,0.000001
8228,0.923964
2525,0.635518
5610,0.923964
4531,0.923964
7900,0.923964
2169,0.000000
944,0.923964
8815,0.923964
3001,0.923964
9017,0.923964
2081,0.923964
9821,0.923964
445,0.000000
8674,0.299856
11468,0.923964
11162,0.000000
928,0.000000
10959,0.923964
2685,0.000176
9465,0.923964
1979,0.923964
7950,0.000000
2606,0.923964
151,0.923964
6609,0.272166
8329,0.000000
4888,0.238291
8437,0.000050
11935,0.923964
11997,0.923964
762,0.000000
3459,0.923964
8599,0.000003
3514,0.000000
7239,0.000000
6308,0.000000
8948,0.923964
4749,0.000000
11114,0.923964
1742,0.923964
2088,0.000000
9850,0.923964
4069,0.923964
1113,0.000000
10280,0.923964
11549,0.000000
5629,0.923964
4627,0.923964
8894,0.000000
562,0.000000
901,0.923964
2610,0.000000
8336,0.000000
8406,0.000256
7760,0.923964
12067,0.000074
5601,0.923964
3188,0.000000
3956,0.923964
10964,0.000000
3320,0.000003
5028,0.000000
718,0.923964
943,0.006445
4778,0.923964
2090,0.000042
113,0.923964
3607,0.000000
8421,0.000000
2312,0.000000
3972,0.923964
9212,0.923964
7573,0.000000
8405,0.000000
6794,0.923964
5196,0.000000
12145,0.923964
11056,0.000000
2283,0.000000
2253,0.923964
438,0.923964
6963,0.923964
8788,0.923964
10225,0.000000
10189,0.923964
11249,0.923964
4791,0.923964
1833,0.002144
10565,0.923964
10978,0.000683
10680,0.923964
2876,0.923964
2360,0.000000
10555,0.000000
7960,0.000028
6050,0.000000
11092,0.923964
2303,0.000000
12465,0.000001
8392,0.923964
7512,0.000000
3248,0.923964
6357,0.001154
7373,0.000005
5860,0.923964
1257,0.923964
5501,0.923964
8946,0.000000
9129,0.923964
2230,0.923964
9711,0.000000
3397,0.000000
4600,0.000000
9523,0.000000
10848,0.923964
5206,0.000000
11214,0.000000
10751,0.000000
2065,0.923964
7222,0.000001
7611,0.000000
6272,0.000418
4734,0.923964
7761,0.000000
2974,0.923964
4886,0.000000
453,0.923964
4773,0.923964
12228,0.923964
891,0.923964
1163,0.000000
12494,0.923964
1934,0.000000
3840,0.000000
2563,0.000000
10251,0.923964
5788,0.000000
3326,0.000000
9524,0.356635
2387,0.000000
2193,0.898413
1678,0.923964
2741,0.000017
9545,0.000000
5346,0.923964
1268,0.000000
5145,0.923964
4001,0.923964
11836,0.923964
4860,0.923964
6485,0.923964
5296,0.000000
6680,0.000000
6495,0.000001
11911,0.000000
1350,0.923964
10269,0.923964
5244,0.923964
12273,0.923964
10099,0.000000
3851,0.020938
145,0.000000
5027,0.000000
1227,0.923964
8764,0.000000
11579,0.923964
4947,0.000664
2469,0.923964
6419,0.000000
7345,0.000000
4750,0.923964
8632,0.923964
7307,0.000000
856,0.000000
4343,0.923964
10575,0.000000
1122,0.923964
9636,0.000000
3501,0.000000
3387,0.000000
1329,0.923964
